Year,OffenceDivision,OffenceSubdivision,OffenceSubgroup,IncidentsRecorded,"Rate"
2016,F Other offences,F20 Transport regulation offences,F23 Maritime regulations offences,48,0.8
2016,F Other offences,F20 Transport regulation offences,F22 Aviation regulations offences,1,0.0
2016,F Other offences,F20 Transport regulation offences,F21 Public transport,206,3.4
2015,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,90,1.5
2015,F Other offences,F20 Transport regulation offences,F24 Pedestrian offences,14,0.2
2015,F Other offences,F20 Transport regulation offences,F23 Maritime regulations offences,38,0.6
2015,F Other offences,F20 Transport regulation offences,F22 Aviation regulations offences,2,0.0
2015,F Other offences,F20 Transport regulation offences,F21 Public transport,94,1.6
2014,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,107,1.8
2014,F Other offences,F20 Transport regulation offences,F24 Pedestrian offences,6,0.1
2014,F Other offences,F20 Transport regulation offences,F23 Maritime regulations offences,23,0.4
2014,F Other offences,F20 Transport regulation offences,F22 Aviation regulations offences,2,0.0
2014,F Other offences,F20 Transport regulation offences,F21 Public transport,115,2.0
2013,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,111,1.9
2013,F Other offences,F20 Transport regulation offences,F23 Maritime regulations offences,7,0.1
2013,F Other offences,F20 Transport regulation offences,F22 Aviation regulations offences,1,0.0
2013,F Other offences,F20 Transport regulation offences,F21 Public transport,87,1.5
2012,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,146,2.6
2012,F Other offences,F20 Transport regulation offences,F24 Pedestrian offences,13,0.2
2012,F Other offences,F20 Transport regulation offences,F23 Maritime regulations offences,8,0.1
2012,F Other offences,F20 Transport regulation offences,F22 Aviation regulations offences,2,0.0
2012,F Other offences,F20 Transport regulation offences,F21 Public transport,108,1.9
2011,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,217,3.9
2011,F Other offences,F20 Transport regulation offences,F24 Pedestrian offences,7,0.1
2011,F Other offences,F20 Transport regulation offences,F23 Maritime regulations offences,4,0.1
2011,F Other offences,F20 Transport regulation offences,F22 Aviation regulations offences,1,0.0
2011,F Other offences,F20 Transport regulation offences,F21 Public transport,78,1.4
2010,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,265,4.9
2010,F Other offences,F20 Transport regulation offences,F24 Pedestrian offences,4,0.1
2010,F Other offences,F20 Transport regulation offences,F23 Maritime regulations offences,12,0.2
2010,F Other offences,F20 Transport regulation offences,F22 Aviation regulations offences,1,0.0
2010,F Other offences,F20 Transport regulation offences,F21 Public transport,78,1.4
2009,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,412,7.7
2009,F Other offences,F20 Transport regulation offences,F24 Pedestrian offences,3,0.1
2009,F Other offences,F20 Transport regulation offences,F23 Maritime regulations offences,11,0.2
2009,F Other offences,F20 Transport regulation offences,F21 Public transport,70,1.3
2008,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,498,9.5
2008,F Other offences,F20 Transport regulation offences,F24 Pedestrian offences,10,0.2
2008,F Other offences,F20 Transport regulation offences,F23 Maritime regulations offences,8,0.2
2008,F Other offences,F20 Transport regulation offences,F21 Public transport,59,1.1
2017,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,42,0.7
2017,F Other offences,F30 Other government regulatory offences,F36 Prostitution offences,26,0.4
2017,F Other offences,F30 Other government regulatory offences,F35 Intellectual property,3,0.0
2017,F Other offences,F30 Other government regulatory offences,F34 Pornography and censorship offences,24,0.4
2017,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,81,1.3
2017,F Other offences,F30 Other government regulatory offences,F32 Commercial regulation offences,43,0.7
2017,F Other offences,F30 Other government regulatory offences,F31 Betting and gaming offences,15,0.2
2016,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,75,1.2
2016,F Other offences,F30 Other government regulatory offences,F36 Prostitution offences,25,0.4
2016,F Other offences,F30 Other government regulatory offences,F35 Intellectual property,2,0.0
2016,F Other offences,F30 Other government regulatory offences,F34 Pornography and censorship offences,31,0.5
2016,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,67,1.1
2016,F Other offences,F30 Other government regulatory offences,F32 Commercial regulation offences,64,1.1
2016,F Other offences,F30 Other government regulatory offences,F31 Betting and gaming offences,7,0.1
2015,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,48,0.8
2015,F Other offences,F30 Other government regulatory offences,F36 Prostitution offences,50,0.8
2015,F Other offences,F30 Other government regulatory offences,F35 Intellectual property,2,0.0
2015,F Other offences,F30 Other government regulatory offences,F34 Pornography and censorship offences,24,0.4
2015,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,96,1.6
2015,F Other offences,F30 Other government regulatory offences,F32 Commercial regulation offences,92,1.5
2015,F Other offences,F30 Other government regulatory offences,F31 Betting and gaming offences,8,0.1
2014,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,36,0.6
2014,F Other offences,F30 Other government regulatory offences,F36 Prostitution offences,65,1.1
2014,F Other offences,F30 Other government regulatory offences,F35 Intellectual property,8,0.1
2014,F Other offences,F30 Other government regulatory offences,F34 Pornography and censorship offences,25,0.4
2014,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,107,1.8
2014,F Other offences,F30 Other government regulatory offences,F32 Commercial regulation offences,77,1.3
2014,F Other offences,F30 Other government regulatory offences,F31 Betting and gaming offences,21,0.4
2013,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,38,0.7
2013,F Other offences,F30 Other government regulatory offences,F36 Prostitution offences,98,1.7
2013,F Other offences,F30 Other government regulatory offences,F35 Intellectual property,12,0.2
2013,F Other offences,F30 Other government regulatory offences,F34 Pornography and censorship offences,20,0.3
2013,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,138,2.4
2013,F Other offences,F30 Other government regulatory offences,F32 Commercial regulation offences,89,1.6
2013,F Other offences,F30 Other government regulatory offences,F31 Betting and gaming offences,21,0.4
2012,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,50,0.9
2012,F Other offences,F30 Other government regulatory offences,F36 Prostitution offences,160,2.8
2012,F Other offences,F30 Other government regulatory offences,F35 Intellectual property,11,0.2
2012,F Other offences,F30 Other government regulatory offences,F34 Pornography and censorship offences,24,0.4
2012,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,212,3.8
2012,F Other offences,F30 Other government regulatory offences,F32 Commercial regulation offences,85,1.5
2012,F Other offences,F30 Other government regulatory offences,F31 Betting and gaming offences,12,0.2
2011,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,37,0.7
2011,F Other offences,F30 Other government regulatory offences,F36 Prostitution offences,65,1.2
2011,F Other offences,F30 Other government regulatory offences,F35 Intellectual property,22,0.4
2011,F Other offences,F30 Other government regulatory offences,F34 Pornography and censorship offences,22,0.4
2011,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,443,8.0
2011,F Other offences,F30 Other government regulatory offences,F32 Commercial regulation offences,63,1.1
2011,F Other offences,F30 Other government regulatory offences,F31 Betting and gaming offences,13,0.2
2010,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,27,0.5
2010,F Other offences,F30 Other government regulatory offences,F36 Prostitution offences,55,1.0
2010,F Other offences,F30 Other government regulatory offences,F35 Intellectual property,24,0.4
2010,F Other offences,F30 Other government regulatory offences,F34 Pornography and censorship offences,23,0.4
2010,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,849,15.5
2010,F Other offences,F30 Other government regulatory offences,F32 Commercial regulation offences,76,1.4
2010,F Other offences,F30 Other government regulatory offences,F31 Betting and gaming offences,5,0.1
2009,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,39,0.7
2009,F Other offences,F30 Other government regulatory offences,F36 Prostitution offences,71,1.3
2009,F Other offences,F30 Other government regulatory offences,F35 Intellectual property,23,0.4
2009,F Other offences,F30 Other government regulatory offences,F34 Pornography and censorship offences,10,0.2
2009,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,"1,174",21.9
2009,F Other offences,F30 Other government regulatory offences,F32 Commercial regulation offences,109,2.0
2009,F Other offences,F30 Other government regulatory offences,F31 Betting and gaming offences,14,0.3
2008,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,33,0.6
2008,F Other offences,F30 Other government regulatory offences,F36 Prostitution offences,104,2.0
2008,F Other offences,F30 Other government regulatory offences,F35 Intellectual property,26,0.5
2008,F Other offences,F30 Other government regulatory offences,F34 Pornography and censorship offences,5,0.1
2008,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,657,12.5
2008,F Other offences,F30 Other government regulatory offences,F32 Commercial regulation offences,127,2.4
2008,F Other offences,F30 Other government regulatory offences,F31 Betting and gaming offences,11,0.2
2017,F Other offences,F90 Miscellaneous offences,F99 Other miscellaneous offences,21,0.3
2017,F Other offences,F90 Miscellaneous offences,F94 Dangerous substance offences,10,0.2
2017,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,138,2.2
2017,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,15,0.2
2017,F Other offences,F90 Miscellaneous offences,F91 Environmental offences,31,0.5
2016,F Other offences,F90 Miscellaneous offences,F99 Other miscellaneous offences,17,0.3
2016,F Other offences,F90 Miscellaneous offences,F94 Dangerous substance offences,11,0.2
2016,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,117,1.9
2016,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,30,0.5
2016,F Other offences,F90 Miscellaneous offences,F91 Environmental offences,24,0.4
2015,F Other offences,F90 Miscellaneous offences,F99 Other miscellaneous offences,15,0.3
2015,F Other offences,F90 Miscellaneous offences,F94 Dangerous substance offences,14,0.2
2015,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,173,2.9
2015,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,61,1.0
2015,F Other offences,F90 Miscellaneous offences,F91 Environmental offences,17,0.3
2014,F Other offences,F90 Miscellaneous offences,F99 Other miscellaneous offences,23,0.4
2014,F Other offences,F90 Miscellaneous offences,F94 Dangerous substance offences,9,0.2
2014,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,148,2.5
2014,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,42,0.7
2014,F Other offences,F90 Miscellaneous offences,F91 Environmental offences,21,0.4
2013,F Other offences,F90 Miscellaneous offences,F99 Other miscellaneous offences,56,1.0
2013,F Other offences,F90 Miscellaneous offences,F94 Dangerous substance offences,6,0.1
2013,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,141,2.5
2013,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,37,0.6
2013,F Other offences,F90 Miscellaneous offences,F91 Environmental offences,21,0.4
2012,F Other offences,F90 Miscellaneous offences,F99 Other miscellaneous offences,52,0.9
2012,F Other offences,F90 Miscellaneous offences,F94 Dangerous substance offences,9,0.2
2012,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,147,2.6
2012,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,26,0.5
2012,F Other offences,F90 Miscellaneous offences,F91 Environmental offences,19,0.3
2011,F Other offences,F90 Miscellaneous offences,F99 Other miscellaneous offences,33,0.6
2011,F Other offences,F90 Miscellaneous offences,F94 Dangerous substance offences,4,0.1
2011,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,122,2.2
2011,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,18,0.3
2011,F Other offences,F90 Miscellaneous offences,F91 Environmental offences,12,0.2
2010,F Other offences,F90 Miscellaneous offences,F99 Other miscellaneous offences,41,0.8
2010,F Other offences,F90 Miscellaneous offences,F94 Dangerous substance offences,13,0.2
2010,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,132,2.4
2010,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,20,0.4
2010,F Other offences,F90 Miscellaneous offences,F91 Environmental offences,20,0.4
2009,F Other offences,F90 Miscellaneous offences,F99 Other miscellaneous offences,53,1.0
2009,F Other offences,F90 Miscellaneous offences,F94 Dangerous substance offences,7,0.1
2009,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,151,2.8
2009,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,13,0.2
2009,F Other offences,F90 Miscellaneous offences,F91 Environmental offences,27,0.5
2008,F Other offences,F90 Miscellaneous offences,F99 Other miscellaneous offences,51,1.0
2008,F Other offences,F90 Miscellaneous offences,F94 Dangerous substance offences,3,0.1
2008,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,135,2.6
2008,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,7,0.1
2008,F Other offences,F90 Miscellaneous offences,F91 Environmental offences,13,0.2
